,type,compound_score,pos_score,neg_score,neu_score,ellipses,exclamation,question,links
6257,ENTJ,0.22016599999999997,0.19206000000000004,0.0805,0.70746,23,10,7,0
6258,INFJ,0.24959800000000001,0.21903999999999996,0.09853999999999999,0.6825199999999999,34,47,29,0
6259,INFP,0.48229799999999995,0.2168,0.0565,0.7267399999999999,84,73,12,2
6260,INTJ,0.080512,0.10026000000000002,0.07028000000000001,0.8294600000000001,16,18,10,14
6261,INFJ,0.23339599999999996,0.18627999999999997,0.126,0.68766,23,6,7,2
6262,ENTJ,0.12173199999999998,0.12011999999999999,0.07738,0.8024800000000001,60,2,13,2
6263,INTP,0.21067,0.1383,0.03796,0.82376,20,1,4,6
6264,ISFJ,0.23486200000000002,0.13316,0.05942,0.8074199999999999,37,5,5,0
6265,ENTP,0.099072,0.1011,0.07038,0.8285600000000001,39,3,15,2
6266,INFP,0.24328444444444441,0.16304444444444446,0.05493333333333332,0.7820888888888891,10,4,13,11
6267,INTP,0.19009,0.1508,0.08598,0.76322,33,2,6,1
6268,INTP,0.09662000000000001,0.11954,0.08681999999999998,0.79366,44,0,14,0
6269,ENFP,0.42023399999999994,0.1959,0.07072,0.73336,38,16,28,2
6270,INFJ,0.22550399999999995,0.15947999999999998,0.06868,0.77172,17,3,7,12
6271,ESTP,0.1774050847457627,0.11352542372881355,0.07071186440677966,0.6801864406779662,97,4,15,0
6272,INFJ,0.40801200000000004,0.17193999999999998,0.04926000000000001,0.77876,44,23,9,1
6273,INTP,0.122668,0.16333999999999996,0.09254000000000001,0.7441399999999999,12,4,4,0
6274,INFP,0.22736666666666666,0.15497435897435896,0.05507692307692308,0.7899743589743589,8,4,2,4
6275,ENTJ,0.367502,0.20112000000000002,0.039459999999999995,0.7594399999999999,35,0,3,0
6276,ENTP,0.149622,0.14898,0.09554,0.7555,26,3,14,3
6277,ISTP,0.06524,0.07949999999999999,0.06164,0.85886,27,2,2,19
6278,INTP,-0.023201999999999997,0.00182,0.014020000000000001,0.9841599999999999,2,3,1,49
6279,INFJ,0.21751600000000004,0.15130000000000002,0.05556,0.79316,24,8,5,1
6280,ISFP,0.19183999999999998,0.1532,0.0458,0.8010200000000001,15,20,12,7
6281,ISFJ,0.37384200000000006,0.19176,0.063,0.7452200000000001,35,1,9,0
6282,ENTP,-0.01194199999999999,0.1574,0.13824,0.7043,35,0,6,0
6283,INTJ,0.18276599999999996,0.13913999999999999,0.0783,0.7825200000000001,21,5,11,0
6284,ENTP,0.23886600000000002,0.1423,0.0661,0.7916,38,2,4,0
6285,INTP,0.17220599999999997,0.15588,0.08362000000000001,0.76048,28,17,17,3
6286,INFP,0.264452,0.25414,0.06663999999999999,0.6792400000000001,22,11,6,1
6287,INTJ,0.16995399999999997,0.1396,0.07206,0.78834,28,6,11,0
6288,ISTP,0.29996400000000006,0.16494,0.06238,0.77262,33,1,4,0
6289,INFJ,0.31155599999999994,0.136,0.03594,0.8280600000000001,30,1,14,1
6290,INTP,0.02096,0.0951,0.09524,0.8096199999999999,46,6,13,1
6291,INFJ,-0.005048000000000009,0.13058,0.1053,0.7040599999999999,35,2,3,1
6292,INTP,0.12205199999999998,0.13986,0.07968000000000001,0.7805,31,0,8,6
6293,INFP,0.334128,0.14242,0.05466,0.8028599999999999,64,38,16,0
6294,INTJ,0.35137000000000007,0.18200000000000005,0.05864,0.7594200000000001,38,8,9,0
6295,INFJ,0.29641999999999996,0.15835999999999997,0.07682,0.7648599999999999,43,11,13,0
6296,INTJ,0.11475510204081633,0.11208163265306123,0.07591836734693878,0.8119591836734694,36,2,5,1
6297,ENTP,0.23876800000000004,0.12838000000000002,0.05808,0.8135800000000001,38,3,4,2
6298,INFP,0.489688,0.22111999999999998,0.05995999999999999,0.71876,26,2,4,0
6299,INTJ,0.25758000000000003,0.15458,0.05092000000000001,0.7945599999999999,33,6,17,3
6300,INTP,0.218526,0.11996000000000001,0.06985999999999999,0.81014,26,3,6,2
6301,INFP,0.16039799999999999,0.15828,0.0951,0.74658,16,1,7,12
6302,INTJ,0.16295142857142855,0.09019999999999999,0.054799999999999995,0.8549714285714286,27,0,0,4
6303,INFP,0.360525,0.22060416666666663,0.0668125,0.7125,43,18,2,3
6304,INFP,0.22465000000000004,0.1628,0.06812,0.7691800000000001,30,11,16,3
6305,INTP,0.09566999999999998,0.08846000000000002,0.06055999999999999,0.85098,37,1,15,0
6306,INFJ,0.3816541666666667,0.158,0.033666666666666664,0.80825,18,1,0,0
6307,INTJ,-0.024517999999999998,0.07816,0.08432,0.8375400000000001,18,4,13,2
6308,INFP,0.4328059999999999,0.17529999999999998,0.051500000000000004,0.7732399999999999,44,5,4,0
6309,INFP,0.28961000000000003,0.13924,0.06305999999999999,0.7977,22,2,5,5
6310,ISTP,0.17010000000000003,0.12904,0.055060000000000005,0.8159400000000001,30,1,12,2
6311,INFP,0.009189999999999993,0.1366,0.12487999999999999,0.7385,25,4,8,2
6312,ISTJ,0.03209400000000001,0.09678,0.0794,0.8238000000000001,64,13,14,2
6313,INTJ,0.30896206896551714,0.13051724137931034,0.037034482758620695,0.8324482758620692,20,2,4,0
6314,ESFJ,0.18708,0.1277,0.06822,0.8039999999999999,27,3,5,4
6315,INTP,-0.09763999999999999,0.051100000000000007,0.07586,0.87304,10,1,6,22
6316,INFJ,0.049538,0.16747999999999996,0.12204000000000001,0.71044,21,0,5,16
6317,ISTP,0.104116,0.13246,0.10996,0.7575599999999999,37,1,6,3
6318,ENTJ,0.35215,0.18002,0.03996,0.77998,23,17,12,1
6319,INFP,0.389778,0.22076,0.0647,0.7146399999999999,42,8,6,0
6320,ENFP,0.349434,0.17532,0.0519,0.7728000000000002,33,5,4,8
6321,INTJ,0.194388,0.1155,0.04621999999999999,0.8383000000000002,32,7,21,1
6322,INTP,0.22668199999999994,0.11295999999999999,0.01814,0.8688799999999999,13,5,6,32
6323,INTJ,0.23580399999999999,0.15414000000000003,0.0667,0.7792600000000002,29,10,7,0
6324,INTJ,0.296948,0.12606,0.048420000000000005,0.8254800000000002,65,11,4,0
6325,INFP,0.25301666666666667,0.1754047619047619,0.0905,0.7341190476190477,21,11,5,4
6326,INFJ,0.25412999999999997,0.13248000000000001,0.05824,0.8092400000000001,57,36,13,1
6327,INTJ,0.158754,0.12062,0.0721,0.8072999999999999,33,2,21,2
6328,ESTP,0.10451800000000003,0.07284,0.06956,0.8575999999999999,26,2,5,1
6329,INFJ,0.169118,0.13046,0.0446,0.82494,15,12,6,15
6330,INTJ,0.227226,0.11350000000000002,0.055299999999999995,0.8312200000000002,51,4,12,0
6331,INTP,0.15479,0.13183999999999998,0.07022,0.7980000000000002,22,3,7,4
6332,INTP,0.133,0.128,0.08702,0.7849799999999999,38,0,7,1
6333,ISFP,0.23985,0.19902380952380952,0.08757142857142858,0.713452380952381,27,5,14,0
6334,INTP,-0.008503999999999992,0.07932,0.08776,0.8329199999999999,21,1,2,0
6335,ISFP,-0.042076,0.05866,0.10640000000000001,0.83494,2,0,1,3
6336,INFP,-0.057298,0.10384,0.10888000000000002,0.78732,14,0,3,14
6337,INFP,0.11920400000000003,0.09858,0.05800000000000001,0.8434999999999999,23,1,9,1
6338,INFJ,0.19210800000000003,0.13720000000000002,0.07171999999999999,0.79102,57,0,19,0
6339,INTP,0.33393999999999996,0.16643999999999998,0.05601999999999999,0.77754,22,7,8,2
6340,INTP,0.35192999999999997,0.18028,0.07278,0.7470399999999999,28,16,17,0
6341,INTJ,0.023511999999999988,0.07074,0.06096,0.8682400000000001,37,3,3,4
6342,ENTP,0.208182,0.16177999999999998,0.06881999999999999,0.7693800000000001,21,13,16,0
6343,ENTP,0.13628999999999997,0.11394,0.07042,0.8156199999999998,25,2,9,0
6344,ISTJ,0.207436,0.21724,0.07580000000000002,0.7070000000000001,21,39,9,1
6345,ISTP,0.054838,0.10190000000000002,0.08350000000000002,0.8145600000000001,26,1,9,0
6346,INFP,0.170826,0.18364,0.09714,0.7192999999999999,33,3,11,5
6347,ESFJ,0.011049999999999997,0.05380000000000001,0.032799999999999996,0.9134,11,1,2,6
6348,INFP,0.194626,0.11600000000000002,0.0554,0.8286199999999999,42,5,23,0
6349,ISTP,0.20837999999999998,0.15402000000000002,0.07354,0.77242,30,3,14,3
6350,ENFP,0.063228,0.11042,0.07684,0.8127199999999999,22,2,15,0
6351,INTP,0.18424,0.1259,0.07194,0.8021999999999998,40,1,3,4
6352,INFJ,0.21071199999999998,0.21861999999999998,0.07174,0.7096400000000002,27,11,4,2
6353,INTP,0.286714,0.13128,0.05164,0.8171200000000001,24,0,6,8
6354,INTJ,0.21415199999999998,0.12503999999999998,0.060899999999999996,0.81402,28,4,8,0
6355,ENTJ,0.143564,0.1455,0.08588000000000001,0.76862,33,3,12,0
6356,ENFP,0.28178360655737705,0.13795081967213113,0.03752459016393442,0.5622131147540985,35,35,5,0
6357,INFP,0.31135399999999996,0.19962000000000002,0.11422,0.6860400000000001,42,10,10,0
6358,INFJ,0.2156875,0.129875,0.04860416666666667,0.8214791666666666,17,1,8,7
6359,ISTP,0.046459375,0.1035625,0.06421874999999999,0.8321875000000001,22,1,5,0
6360,INFP,0.14103913043478264,0.15445652173913044,0.08702173913043479,0.7585217391304349,19,1,19,0
6361,ENTP,0.371372,0.22108,0.04982,0.7291599999999998,18,8,9,1
6362,INTP,0.2402354166666667,0.14979166666666668,0.067125,0.7830625000000001,36,5,4,1
6363,INTJ,0.084202,0.12648,0.0702,0.8033199999999999,19,5,19,0
6364,ESFJ,0.4196359999999999,0.2552,0.054880000000000005,0.6898599999999999,20,11,8,1
6365,INFJ,0.186948,0.11196,0.05364000000000001,0.8344,30,6,7,3
6366,INFP,0.184226,0.12068000000000001,0.0672,0.8121,38,13,3,1
6367,ENFP,0.21888600000000002,0.20576,0.07434,0.71996,24,11,11,1
6368,INTJ,0.192194,0.12771999999999997,0.05140000000000001,0.8209000000000001,22,2,4,6
6369,ENTP,0.08192599999999998,0.17221999999999998,0.12300000000000001,0.7047599999999999,20,4,5,4
6370,INFJ,0.37872,0.23684000000000002,0.05534,0.7078200000000001,40,54,22,0
6371,INTJ,-0.11346199999999998,0.11978,0.1328,0.7474,36,3,7,0
6372,ESFP,0.194104,0.22698000000000002,0.060020000000000004,0.7130200000000001,8,18,10,0
6373,INFP,0.020994,0.09712,0.09868,0.80416,40,0,0,0
6374,INTP,0.17066800000000001,0.15435999999999997,0.09573999999999999,0.74982,41,0,8,2
6375,INFP,-0.033094,0.016540000000000003,0.03252,0.95092,3,0,5,43
6376,ISTP,0.12894999999999998,0.09366,0.04584,0.8605399999999999,35,1,19,29
6377,ENFP,0.36995400000000006,0.21776000000000004,0.04524,0.7370399999999999,25,22,28,3
6378,ENFJ,0.19996200000000003,0.14228000000000002,0.07256,0.7851199999999998,42,7,13,0
6379,INFJ,0.042074,0.15966000000000002,0.10668,0.73362,21,4,8,0
6380,INFJ,0.108624,0.09598,0.062119999999999995,0.8419200000000001,17,6,6,16
6381,INTP,0.157414,0.1351,0.08006,0.7848999999999999,17,1,7,3
6382,ENFP,0.23322000000000004,0.17975555555555556,0.08462222222222222,0.7355777777777778,29,18,13,0
6383,INTP,0.288062,0.22008000000000003,0.04238,0.7375599999999999,18,1,6,1
6384,INFJ,0.244772,0.21434,0.0686,0.6770999999999999,25,1,10,0
6385,ISTP,0.069636,0.0968,0.08866,0.81458,13,9,12,1
6386,INFP,0.268082,0.198,0.038079999999999996,0.7639199999999999,24,6,4,15
6387,INFP,0.430528,0.16622,0.033120000000000004,0.8006800000000002,30,30,19,6
6388,INFJ,-0.037739999999999996,0.08328,0.12326000000000001,0.7935,21,0,9,3
6389,INTP,0.18089399999999997,0.13387999999999997,0.09168,0.7744399999999999,37,11,16,4
6390,ISFP,0.22392399999999998,0.16746000000000003,0.07748000000000001,0.75508,29,8,12,0
6391,INTJ,0.140456,0.08715999999999999,0.05686,0.85596,26,0,20,0
6392,ISTP,0.280918,0.19632000000000002,0.009500000000000001,0.7941799999999999,12,0,6,0
6393,INFP,0.40227599999999997,0.15910000000000002,0.049,0.7919000000000002,46,2,4,0
6394,INTP,0.23061199999999998,0.09688,0.03932,0.86384,36,1,3,4
6395,INFJ,0.171912,0.12414,0.05096,0.8248999999999999,29,8,14,11
6396,ISFJ,0.389409090909091,0.18484090909090908,0.03197727272727273,0.7831590909090909,29,6,3,4
6397,INTJ,0.133518,0.15045999999999998,0.08504000000000002,0.76456,18,2,25,0
6398,INFJ,0.188946,0.16418,0.044160000000000005,0.7916200000000001,14,5,1,7
6399,INTP,0.013021999999999992,0.10054,0.12164000000000001,0.77778,40,7,11,0
6400,INFJ,0.31457799999999997,0.17637999999999998,0.0666,0.757,21,5,15,0
6401,INTP,0.3241242424242425,0.16354545454545452,0.03333333333333333,0.8030909090909092,14,0,2,2
6402,INTP,-0.03127999999999999,0.09303999999999998,0.11019999999999999,0.79668,46,0,12,1
6403,INTJ,0.012521999999999998,0.10157999999999999,0.07818,0.8202799999999999,32,2,4,1
6404,INTP,0.077576,0.0925,0.06924000000000001,0.8382999999999999,22,3,10,1
6405,INFP,0.35414400000000007,0.20373999999999998,0.07068,0.7255799999999999,26,15,17,0
6406,INFJ,0.361922,0.15996000000000002,0.04282,0.79714,42,17,9,0
6407,ISFJ,0.19724600000000003,0.2904,0.11069999999999998,0.59892,3,0,2,0
6408,INFP,0.07266399999999999,0.07666,0.046799999999999994,0.8765999999999999,20,0,13,0
6409,ISFP,0.16442999999999997,0.11152000000000001,0.04414,0.8444000000000002,39,7,6,1
6410,ISFP,0.307228,0.18988,0.053040000000000004,0.75708,22,6,7,3
6411,INTJ,0.24552800000000005,0.14458,0.05858000000000001,0.79684,33,6,10,1
6412,INFJ,0.04577,0.10981999999999999,0.09708,0.79306,42,7,13,1
6413,ISTJ,0.10998636363636365,0.09027272727272727,0.05936363636363637,0.8502727272727273,20,0,3,0
6414,ENFP,0.10200465116279069,0.12020930232558139,0.06093023255813953,0.8188372093023254,18,23,5,2
6415,INTJ,0.274754,0.13290000000000002,0.050019999999999995,0.8170999999999999,37,1,7,0
6416,ENTP,0.18607600000000002,0.11108000000000001,0.06414,0.82482,22,12,6,7
6417,INFP,0.225742,0.18361999999999998,0.06298,0.75342,7,9,11,4
6418,INTJ,0.15473800000000001,0.10026000000000002,0.040459999999999996,0.85932,34,4,21,2
6419,ISTJ,0.3419615384615385,0.2326153846153846,0.0625,0.7049615384615385,20,7,6,0
6420,INTJ,0.33843,0.14818,0.04506,0.8067,34,3,20,0
6421,ENTP,0.24125999999999997,0.14404,0.07432,0.7816400000000001,39,3,8,1
6422,INFP,0.10559600000000001,0.12376000000000001,0.09865999999999998,0.7776000000000001,47,7,4,4
6423,ISTJ,0.133962,0.13922,0.0582,0.80256,35,4,6,11
6424,INFP,0.40809000000000006,0.21592,0.07744,0.7066,27,31,7,1
6425,ENTJ,0.23828199999999997,0.14206,0.06631999999999999,0.7916,44,0,13,0
6426,INFJ,0.228784,0.13766,0.09342,0.76898,33,29,7,1
6427,INFP,-0.101144,0.09234,0.18802,0.71964,2,0,6,1
6428,INFP,0.34641200000000005,0.15158,0.05298,0.79548,42,10,19,1
6429,INTP,0.05628400000000001,0.13112000000000001,0.08522,0.7636599999999999,6,5,8,0
6430,INFP,0.363326,0.20644,0.056280000000000004,0.73722,29,5,8,0
6431,ISTP,0.34884400000000004,0.16978,0.06998,0.7603,32,0,6,0
6432,ENTP,0.154194,0.13702,0.07652,0.7863800000000001,39,2,12,1
6433,INTP,-0.033846,0.08918,0.08468,0.82612,14,0,5,15
6434,INTJ,0.272424,0.17913999999999997,0.04835999999999999,0.7725,15,16,10,2
6435,INFP,0.368394,0.18003999999999998,0.06218,0.75778,46,0,6,0
6436,INTJ,0.27635000000000004,0.20689999999999997,0.08180000000000001,0.71126,31,9,12,4
6437,ISTJ,0.16279,0.12136,0.0738,0.8047799999999999,43,13,13,0
6438,INFP,0.0656,0.163,0.08486,0.7521000000000001,13,14,1,8
6439,INTJ,0.37561,0.15664,0.030100000000000002,0.81324,40,8,18,0
6440,INTP,0.06206000000000001,0.0605,0.034960000000000005,0.90456,70,0,11,18
6441,ESFJ,0.40619655172413793,0.31724137931034474,0.04210344827586207,0.6407931034482759,28,18,5,0
6442,INTJ,0.3218478260869565,0.20069565217391303,0.023086956521739133,0.7761739130434783,5,2,1,1
6443,INFJ,0.324426,0.2316,0.04882,0.7195800000000001,35,23,6,0
6444,ENFJ,0.278316,0.13935999999999998,0.06144,0.7992199999999999,43,14,10,0
6445,ENFP,0.469012,0.23832,0.0613,0.7004400000000001,25,31,7,0
6446,ENFP,0.34249,0.19362000000000004,0.07976,0.7267200000000001,47,3,23,0
6447,INFP,0.23985399999999998,0.14185999999999999,0.050280000000000005,0.8078800000000002,13,1,3,16
6448,INFJ,0.21559999999999999,0.11141999999999999,0.04385999999999999,0.8447200000000001,39,16,29,1
6449,ENFJ,0.4586839999999999,0.19394000000000006,0.06251999999999999,0.7435600000000001,35,11,10,5
6450,ENTP,0.11026399999999999,0.10996,0.06028000000000001,0.82986,30,1,17,3
6451,ISTJ,0.2346272727272727,0.18845454545454546,0.09575,0.7157272727272727,33,55,33,2
6452,INFP,0.361598,0.22122,0.0571,0.72158,16,9,8,0
6453,INTJ,0.14433,0.10888000000000002,0.057780000000000005,0.8332999999999999,33,4,5,2
6454,INFP,-0.004529999999999986,0.12628,0.11808,0.75556,27,6,18,1
6455,ISTP,0.115264,0.15698,0.12201999999999998,0.72096,37,2,11,2
6456,INTP,0.136358,0.14188,0.08990000000000001,0.76824,26,7,8,0
6457,INTJ,0.12265800000000002,0.11289999999999999,0.07562,0.8115399999999999,41,1,7,4
6458,INFP,0.3109,0.15796,0.06108,0.7811,46,5,15,0
6459,ENTP,0.19441200000000003,0.15282,0.06368,0.78352,11,2,7,4
6460,ENFP,0.16983799999999996,0.11508000000000002,0.06684,0.818,53,0,31,0
6461,INTJ,0.213262,0.14484000000000002,0.048979999999999996,0.80616,51,9,6,2
6462,ISFP,0.12208199999999998,0.15592000000000003,0.06834000000000001,0.7756799999999998,20,4,12,7
6463,INFP,0.38829800000000003,0.18894,0.055040000000000006,0.75604,41,22,7,4
6464,INTJ,0.1778725,0.158975,0.081875,0.759225,18,0,7,1
6465,ENFP,0.4545297297297297,0.24008108108108112,0.08691891891891891,0.6459459459459461,12,8,8,0
6466,INFP,0.18795199999999998,0.14568,0.07532,0.77894,25,15,7,2
6467,INTP,0.026850000000000006,0.09686,0.08289999999999999,0.82028,38,7,6,0
6468,ENTP,0.23788,0.1257,0.057620000000000005,0.8166599999999999,83,10,9,0
6469,INFJ,0.23407799999999998,0.14376,0.042620000000000005,0.8134999999999999,25,0,8,0
6470,ENFP,-0.001608,0.05696,0.047400000000000005,0.8956399999999999,5,1,8,22
6471,ENFP,0.12617,0.06922,0.01872,0.91206,20,12,5,20
6472,INFP,0.14664000000000002,0.11021999999999998,0.06396,0.8256999999999999,53,6,8,0
6473,ENFJ,0.20898399999999998,0.126,0.056760000000000005,0.81722,33,4,16,0
6474,INTJ,0.23185399999999998,0.09145999999999999,0.03422,0.8542800000000002,37,0,11,0
6475,INFP,0.22430399999999998,0.20435999999999999,0.09218,0.7035600000000001,26,19,7,2
6476,INTP,0.212344,0.11589999999999998,0.0739,0.81018,38,0,4,0
6477,INTP,0.286626,0.12990000000000002,0.05162,0.8184800000000001,44,2,18,0
6478,INFP,0.21873,0.1476,0.06212000000000001,0.7902800000000002,35,0,12,1
6479,INTJ,0.23669,0.13958,0.07916,0.7811800000000001,45,0,14,1
6480,INFJ,0.28907777777777777,0.19022222222222224,0.07781481481481481,0.7318888888888888,21,1,6,0
6481,ISFP,0.16669599999999998,0.14092,0.0623,0.79682,9,0,0,6
6482,ISTP,0.151372,0.14682,0.10899999999999999,0.7442399999999999,15,3,12,4
6483,ENTP,0.27136000000000005,0.16504000000000002,0.07550000000000001,0.75946,14,14,17,0
6484,INTP,0.17566800000000005,0.16499999999999995,0.10085999999999999,0.7341200000000001,34,9,7,1
6485,INFP,0.05104799999999999,0.11466000000000001,0.07348,0.8118000000000001,19,0,3,11
6486,INFP,0.05504799999999999,0.12304000000000002,0.09025999999999999,0.7866200000000001,20,8,4,0
6487,INTJ,0.1332258064516129,0.12870967741935485,0.07648387096774195,0.7948064516129032,7,1,9,0
6488,INTJ,0.159488,0.15402,0.06956000000000001,0.7764200000000001,11,1,14,3
6489,INTJ,0.37906599999999996,0.16376000000000002,0.04584,0.7904800000000001,36,14,12,7
6490,ISTP,0.080914,0.08911999999999999,0.05876000000000001,0.85214,21,1,4,19
6491,INFJ,0.047854,0.14679999999999999,0.11814,0.73504,40,13,17,0
6492,INTJ,0.21519400000000005,0.1937,0.10651999999999999,0.6997799999999998,54,38,16,2
6493,ENTJ,0.23424799999999998,0.154,0.07283999999999999,0.77314,22,17,30,2
6494,INFP,0.2301061224489796,0.1663265306122449,0.08330612244897961,0.7503469387755103,32,26,4,0
6495,ENFP,0.6821423076923078,0.3508076923076923,0.027923076923076925,0.6211923076923077,10,8,1,0
6496,INFP,0.37052599999999997,0.14923999999999998,0.028220000000000002,0.8225600000000002,30,14,4,19
6497,ENTP,0.084576,0.13386,0.08888000000000001,0.77718,8,0,4,0
6498,INFP,0.3573739999999999,0.1252,0.03612,0.8387000000000002,42,3,7,3
6499,ISTP,0.027602,0.11038,0.12271999999999998,0.7669000000000001,26,1,7,3
6500,INFJ,0.27093399999999995,0.14276,0.07186,0.7853999999999999,25,5,6,0
6501,INFP,0.570594,0.26996,0.02254,0.7074800000000002,31,13,4,0
6502,INTJ,0.18095399999999998,0.16606,0.08276,0.75114,19,14,0,1
6503,INFP,0.265366,0.24716000000000002,0.05288,0.6999199999999999,14,21,2,11
6504,INFP,0.0957204081632653,0.12779591836734694,0.08789795918367348,0.7843061224489796,21,3,6,0
6505,INFP,0.182058,0.1143,0.056420000000000005,0.8293,44,13,10,0
6506,INFP,0.1554,0.13419999999999999,0.07858000000000001,0.78712,28,0,8,0
6507,INFP,0.172248,0.14450000000000002,0.08689999999999999,0.7685200000000001,34,7,13,13
6508,INFJ,0.136916,0.13522,0.08832,0.77646,39,16,7,2
6509,INFP,0.467334,0.21588000000000002,0.07878,0.70536,51,20,4,0
6510,INFJ,0.39291800000000005,0.1441,0.03388,0.8219799999999999,40,5,9,0
6511,ENFP,0.506542,0.22256,0.053239999999999996,0.7242399999999999,34,19,8,2
6512,INFJ,0.10982199999999999,0.12136,0.08937999999999999,0.7893600000000001,35,4,5,0
6513,INFP,0.29309743589743587,0.1656153846153846,0.07094871794871795,0.7635641025641026,35,11,7,5
6514,INFP,0.45714000000000005,0.25046666666666667,0.0030666666666666668,0.7464666666666666,4,7,0,0
6515,INTP,0.160974,0.13688,0.054459999999999995,0.8086599999999998,22,2,10,3
6516,INFP,0.21766800000000003,0.15948,0.06116,0.7793800000000001,18,16,8,1
6517,ENFP,0.1282,0.09487999999999999,0.05632000000000001,0.84878,44,1,5,15
6518,ENTP,0.119904,0.14586,0.09356000000000002,0.7605799999999999,107,13,10,0
6519,INFP,0.349738,0.17923999999999998,0.06196000000000001,0.75878,35,18,17,0
6520,INTP,0.149784,0.12053999999999998,0.07466,0.8047,43,0,4,4
6521,INTJ,0.281866,0.18086000000000002,0.05962,0.7595400000000001,19,7,5,0
6522,INFP,0.24410200000000004,0.144,0.045759999999999995,0.81024,7,5,3,24
6523,INFJ,0.06216200000000001,0.12138000000000002,0.09476000000000001,0.7839200000000001,50,2,11,0
6524,INFP,0.46246399999999993,0.23717999999999997,0.055940000000000004,0.7069400000000001,16,20,7,14
6525,ISFJ,0.31817,0.19004,0.07064,0.7393000000000001,23,35,14,0
6526,INFJ,0.04983200000000001,0.1268,0.10226,0.77102,42,3,7,1
6527,ENFJ,0.23325999999999997,0.14686000000000002,0.0634,0.7896799999999999,42,19,14,0
6528,ESFP,0.18389599999999998,0.14490000000000003,0.05316,0.802,24,0,9,2
6529,INTP,0.226066,0.1246,0.06204,0.8133199999999999,31,0,10,3
6530,INFP,0.251584,0.14128,0.059460000000000006,0.79932,40,1,5,0
6531,INTJ,-0.03449599999999999,0.10502,0.12072,0.77424,38,7,5,5
6532,INFP,0.06166400000000001,0.09910000000000001,0.06758,0.8333799999999999,41,0,5,3
6533,ESFP,0.109182,0.15074000000000004,0.10418,0.7450199999999999,26,11,10,1
6534,ENFP,0.348278,0.17942,0.07672000000000001,0.7438400000000001,29,23,18,1
6535,INFJ,0.26503399999999994,0.20576,0.09210000000000002,0.70214,23,34,16,1
6536,INFJ,0.210082,0.13143999999999997,0.06304,0.80552,34,19,3,2
6537,ENFP,0.4423879999999999,0.20839999999999997,0.0352,0.7564000000000002,19,0,15,5
6538,ENFP,0.27501800000000004,0.14968,0.05045999999999999,0.79988,30,2,10,0
6539,ENTP,0.24940999999999997,0.19648,0.03646,0.7670600000000001,13,8,8,2
6540,INFJ,0.315534,0.13832,0.01972,0.84194,14,11,3,22
6541,INFP,0.28638,0.19854,0.09188,0.7096000000000001,34,13,8,0
6542,INFP,0.30978958333333334,0.17164583333333336,0.06833333333333333,0.7600208333333334,38,5,6,0
6543,INFP,0.365054,0.17296000000000003,0.05634,0.7706800000000001,50,25,3,0
6544,INTJ,0.28948,0.15889999999999999,0.06522,0.7757599999999999,49,6,14,0
6545,ISFJ,0.366228,0.15614,0.04757999999999999,0.7962600000000001,38,2,5,2
6546,ENTP,0.134888,0.11034000000000001,0.08556000000000001,0.8040199999999998,38,0,9,7
6547,ISTP,0.154994,0.18168000000000004,0.06734,0.7510199999999999,23,8,4,3
6548,INFP,0.321892,0.16212,0.06162000000000001,0.7763,28,9,7,2
6549,INFP,0.282042,0.21364000000000005,0.10244,0.6839400000000001,16,10,11,11
6550,ISTP,-0.16999200000000003,0.07118000000000001,0.13878000000000001,0.79006,23,0,4,2
6551,INFP,0.05595799999999999,0.10074,0.0891,0.8101999999999998,34,9,4,1
6552,INFP,0.15235200000000002,0.14786,0.0761,0.77608,25,1,23,1
6553,INFP,0.126452,0.10792,0.07314,0.81892,39,3,5,16
6554,ENTP,0.3376620000000001,0.14007999999999998,0.04154,0.8184400000000001,53,19,11,0
6555,INTP,0.2592409090909091,0.1924090909090909,0.08295454545454546,0.724659090909091,18,5,5,4
6556,INFJ,0.08403999999999998,0.09966000000000001,0.08310000000000001,0.8172399999999999,45,1,10,0
6557,INFP,0.133212,0.08030000000000001,0.01772,0.9019599999999999,10,6,9,33
6558,INFJ,0.13916938775510201,0.12348979591836733,0.08038775510204081,0.7961020408163265,31,1,6,6
6559,ISFP,0.13980800000000002,0.11738,0.07683999999999999,0.80574,23,0,9,9
6560,INFP,0.30663799999999997,0.19504000000000002,0.06582,0.7391800000000001,23,9,10,0
6561,ISTJ,0.14046170212765957,0.12238297872340423,0.06831914893617022,0.8093191489361703,38,2,5,0
6562,INTJ,0.333728,0.19662,0.05802,0.7252999999999998,34,7,11,3
6563,INFP,0.334262,0.17375999999999997,0.04284000000000001,0.78338,30,4,12,5
6564,ISFJ,0.07497600000000001,0.14664000000000002,0.10225999999999999,0.7511,56,74,6,1
6565,ISTJ,0.226068,0.1523,0.07226,0.7754000000000001,26,1,9,4
6566,INTJ,0.09474199999999999,0.12021999999999998,0.07895999999999999,0.80086,31,1,2,0
6567,ENFP,0.23956799999999998,0.14638,0.062479999999999994,0.79118,30,11,10,0
6568,INTP,0.389564,0.25123999999999996,0.04852,0.70022,15,6,7,23
6569,INTJ,0.09162799999999999,0.08912,0.0742,0.83672,19,8,17,0
6570,INFJ,0.299702,0.16746,0.08077999999999999,0.7517199999999998,21,7,7,1
6571,INTJ,0.120224,0.132,0.07454000000000001,0.7934399999999999,18,1,5,2
6572,INTP,0.05203,0.10052,0.06504,0.8344000000000001,9,0,2,15
